id	internalId	realm	lastUpdated	alternateId	sourceSystemId	name	displayName	description	longDescription	minimumAge	publishStart	publishEnd	premiereDate	geoRegions	pageURL	defaultImage	logoImage	posterImage	squareCardImage	channelId	channelName	channelCode	packages	videoUnpublishTime	collections	listableTerritories	listableTerritoriesMode	avodDuration	svodDuration	altChannelIds	listableAppNames	listableAppNamesMode	playableAppNames	playableAppNamesMode	contentSubsetId	listablePlatforms	listablePlatformsMode	playablePlatforms	playablePlatformsMode	posterWithLogoImage	coverArtworkImage	analyticsId
go-show-12079	12079	go	2021-01-13T02:28:22Z	say-yes-to-the-dress-bridal-bracket	TLC006	Say Yes to the Dress: Bridal Bracket	Say Yes to the Dress: Bridal Bracket	This show is bridal story, fashion makeover and family therapy in one.	More than 250 professionals work to make each bride's experience inside Kleinfield Bridal unforgettable in this show that is part bridal story, part fashion makeover and part family therapy session.				2018-03-03T17:00:00Z	world	https://discoveryplus.com/show/say-yes-to-the-dress-bridal-bracket	https://us1-prod-images.disco-api.com/2020/11/02/8b3eb3f9-6e56-344b-9a41-d2d7753314eb.jpeg	https://us1-prod-images.disco-api.com/2020/11/02/13c9da22-ee42-3e1b-91b3-0762f02db14d.png	https://us1-prod-images.disco-api.com/2020/11/02/a2d6401e-1738-3bcb-9319-ab856a0620c9.jpeg		go-channel-77	TLC	TLC					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/11/02/93932dd9-9185-3719-9eae-787efe8419a1.jpeg	https://us1-prod-images.disco-api.com/2020/11/02/87f55288-dce1-3d16-a0ed-fb77db6922bb.jpeg	go_12079
go-show-1840	1840	go	2020-12-12T00:59:17Z	nate-jeremiah-by-design	50440	Nate & Jeremiah By Design	Nate & Jeremiah By Design	Nate Berkus and Jeremiah Brent turn money pits into masterpieces.	Balancing their roles as design experts and dads, Nate Berkus and Jeremiah Brent show how to turn a money pit into a masterpiece. The husbands help clients learn from their mistakes by rescuing them from renovation nightmares.				2017-04-09T01:00:00Z	world	https://discoveryplus.com/show/nate-jeremiah-by-design	https://us1-prod-images.disco-api.com/2020/06/02/15bbfbcd-e571-320e-ad9f-0da021abc2a3.jpeg	https://us1-prod-images.disco-api.com/2020/06/02/ba2f161f-3946-31c5-bfc6-4e716879390e.png	https://us1-prod-images.disco-api.com/2020/05/08/1eb935a3-c381-35b4-a765-54ad7d87e9b1.jpeg		go-channel-77	TLC	TLC					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/06/02/a0f48f0d-4546-34b1-ac00-d2af08116045.jpeg	https://us1-prod-images.disco-api.com/2020/06/02/caee7ff4-60c2-3e01-9838-fd6ad98f1240.jpeg	go_1840
go-show-2462	2462	go	2021-01-07T15:48:12Z	guilty-pleasures	FOODGP	Guilty Pleasures	Guilty Pleasures	Chefs share their guilty pleasure food favorites and where to find them.	Food Network stars reveal their best-kept, guilty pleasure secrets for the first time ever! We visit the locations and meet the chefs who make these crazy, ooey-gooey, "I-can't-believe-I'm-eating-this" culinary masterpieces.				2015-05-25T22:00:00Z	world	https://discoveryplus.com/show/guilty-pleasures	https://us1-prod-images.disco-api.com/2020/07/28/0e12d431-c8fc-3b25-8163-e249b60399dd.jpeg	https://us1-prod-images.disco-api.com/2020/07/28/05292407-5acd-3ea7-b6a4-66ad2b5a769e.png	https://us1-prod-images.disco-api.com/2020/07/28/c54ecd91-50fd-346e-bf10-a1926bdcdb29.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/28/47c53e76-5c34-3043-be4c-49c5badca8db.jpeg	https://us1-prod-images.disco-api.com/2020/07/28/066df272-abfe-3011-a50a-879090303cdf.png	go_2462
go-show-1839	1839	go	2021-03-03T13:31:48Z	dirty-little-lies	42758	Dirty Little Lies	Dirty Little Lies	These are stories of secret lives, hidden identities and legendary cons.	Liars -- the webs they weave lead to secret lives, hidden identities, paths of betrayal and legendary cons you won't believe. These are the stories that prove people are not who they say they are, and that life may not, in fact, be as it appears.				2012-09-06T01:30:00Z	world	https://discoveryplus.com/show/dirty-little-lies	https://us1-prod-images.disco-api.com/2020/07/13/bef858d0-e269-35f6-a5f5-0fb8beba06bf.jpeg	https://us1-prod-images.disco-api.com/2020/07/13/04e26645-2f1e-3cc5-84aa-9208706b814d.png	https://us1-prod-images.disco-api.com/2020/08/28/f2ea0a3b-4db6-31d1-a45d-683f319e20b9.jpeg		go-channel-74	Investigation Discovery	IDS					deny	ONGOING	ONGOING	go-channel-81	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/13/e2800b29-d828-3bf2-b6fd-8d5e59587ee8.jpeg	https://us1-prod-images.disco-api.com/2020/07/13/72181d1d-03da-33f8-b94f-f87156231819.jpeg	go_1839
go-show-1424	1424	go	2021-01-26T18:07:53Z	body-cam	55401	Body Cam	Body Cam	Body Cam captures the up-close and dangerous world of police officers.	Raw, intense, and action packed, Body Cam uses body camera footage to show the dangerous, fast-moving situations officers face and the life-or-death decisions they must make in the blink of an eye.				2018-11-28T03:00:00Z	world	https://discoveryplus.com/show/body-cam	https://us1-prod-images.disco-api.com/2021/01/26/b5e32a7b-82f9-3cca-af7e-1ac6bfe3d453.jpeg	https://us1-prod-images.disco-api.com/2021/01/26/f3770351-7b4e-3a12-b424-26d36f12cc59.png	https://us1-prod-images.disco-api.com/2021/01/26/92af654e-a504-3edc-8533-8cd88fa91091.jpeg		go-channel-74	Investigation Discovery	IDS					deny	ONGOING	ONGOING	go-channel-76	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2021/01/26/d8435891-12bc-3502-bdb1-9a0e4eee4282.jpeg	https://us1-prod-images.disco-api.com/2021/01/26/78c18268-029b-3b16-998e-9e8bd1d2cd6f.jpeg	go_1424
go-show-1507	1507	go	2020-12-14T21:39:29Z	hometown-horror	TRAVTHHR	Hometown Horror	Hometown Horror	The hidden horrors of small town America are revealed.	Frightening stories of ghosts and monsters lurking in the shadows of small town America are unraveled through eyewitness accounts and historical records.				2019-11-18T05:00:00Z	world	https://discoveryplus.com/show/hometown-horror	https://us1-prod-images.disco-api.com/2020/07/16/66613ea5-8919-3bbd-aba2-fb44d16432b0.jpeg	https://us1-prod-images.disco-api.com/2020/07/16/b322a078-a066-35f8-bc80-b38790c0c2f9.png	https://us1-prod-images.disco-api.com/2020/08/28/754e4249-5c94-3fff-8fff-0ecb21d434bb.jpeg		go-channel-85	Travel Channel	TRAV					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/16/c3365e75-5c6b-3b2c-ad94-2d4047956df4.jpeg	https://us1-prod-images.disco-api.com/2020/07/16/89e0e325-cc96-34f5-8ef7-131cd6eca9de.jpeg	go_1507
go-show-1895	1895	go	2021-03-23T11:00:46Z	seeking-sister-wife	52290	Seeking Sister Wife	Seeking Sister Wife	These very unique families decide it’s time to bring in a sister wife.	These unique families are in various phases of seeking, dating or transitioning a new sister wife into their lives.					world	https://discoveryplus.com/show/seeking-sister-wife	https://us1-prod-images.disco-api.com/2021/03/08/0f591d02-7de6-35e9-b0fc-60434b6178f9.jpeg	https://us1-prod-images.disco-api.com/2021/03/08/c95b05b0-626d-3c2b-9ffb-4d6a08769834.png	https://us1-prod-images.disco-api.com/2021/03/08/4b340837-a295-3ab8-b75f-0244df8dfd1a.jpeg		go-channel-77	TLC	TLC					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2021/03/08/d59ce1e6-2df6-35de-a9e9-a6350f4f6ec9.jpeg	https://us1-prod-images.disco-api.com/2021/03/08/2da1b122-ee5c-3c22-8450-2e90a259d171.jpeg	go_1895
go-show-11467	11467	go	2020-12-16T00:48:17Z	kids-halloween-baking-championship	FOODKZ	Kids Halloween Baking Championship	Kids Halloween Baking Championship	Fan favorites from Kids Baking Championship return to battle for $10,000.	Four fan favorites from Kids Baking Championship are back to battle in two spooky challenges.				2016-10-06T00:00:00Z	world	https://discoveryplus.com/show/kids-halloween-baking-championship	https://us1-prod-images.disco-api.com/2020/08/03/70fd1be3-9df0-34bb-8d14-c8fe0614188f.jpeg	https://us1-prod-images.disco-api.com/2020/08/03/a65d2d7c-58c6-31f8-b7d6-c6902d57d10a.png	https://us1-prod-images.disco-api.com/2020/08/03/62aaf40f-7068-3ec3-9c48-985b639fa198.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/08/03/f3ec5b04-639d-3e5d-9137-d31cba941c9c.jpeg	https://us1-prod-images.disco-api.com/2020/08/03/f805aba6-103a-30b5-ba00-81adc6fda3aa.png	go_11467
go-show-2459	2459	go	2020-12-15T21:47:55Z	mystery-diners	FOODYM	Mystery Diners	Mystery Diners	Restaurant owners use undercover surveillance to spy on their employees.	When a restaurant owner suspects employees of not doing their jobs -- whether it be stealing, lying or mistreating customers  -- they call in the Mystery Diners to find out what's really going on when the boss isn't around.				2011-12-14T22:00:00Z	world	https://discoveryplus.com/show/mystery-diners	https://us1-prod-images.disco-api.com/2020/07/10/ec8e956b-cb78-3998-bb30-7eb36d4796d9.jpeg	https://us1-prod-images.disco-api.com/2020/07/10/fd006848-7598-3272-99c2-38c009a6b08e.png	https://us1-prod-images.disco-api.com/2020/12/15/e957653d-0ffc-3fae-a52c-092277d78306.jpeg		go-channel-89	Food Network	FOOD					deny	ONGOING	ONGOING	go-channel-87	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/10/3ff85cb3-5a08-3013-bb69-51423558b56c.jpeg	https://us1-prod-images.disco-api.com/2020/07/10/56a67768-38d3-3665-8479-06ef006bb58e.png	go_2459
go-show-12684	12684	go	2020-12-12T13:49:32Z	intervention	AEAEQAAE	Intervention	Intervention	Intervention profiles people who have hit rock bottom in their addiction.	Intervention profiles people who have hit rock bottom in their addiction as they are confronted by friends and family seeking to intervene.					world	https://discoveryplus.com/show/intervention	https://us1-prod-images.disco-api.com/2020/12/12/1195338a-e17e-3d0e-84e4-ef239f5a6699.jpeg	https://us1-prod-images.disco-api.com/2020/12/12/8aea64de-19c6-33b6-ad08-807591e555b0.png	https://us1-prod-images.disco-api.com/2020/12/12/9445135d-f841-381a-84e9-0f1278caf648.jpeg		go-channel-109	A&E	AEAE					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/12/12/4e5a8671-624c-31dc-b443-c0891c9d0c03.jpeg	https://us1-prod-images.disco-api.com/2020/12/12/613b2067-4a95-3045-af2c-7a733c986d6a.jpeg	go_12684
go-show-1837	1837	go	2021-03-07T11:33:13Z	mystery-of-the-lost-islands	44028	Mystery of the Lost Islands	Mystery of the Lost Islands	Dave Salmoni finds answers to extraordinary wildlife mysteries.	Follow big predator specialist Dave Salmoni as he travels to some of the world's most remote and hostile islands to answer extraordinary wildlife mysteries.				2014-03-19T21:00:00Z	world	https://discoveryplus.com/show/mystery-of-the-lost-islands	https://us1-prod-images.disco-api.com/2020/08/18/32e4e537-23cd-3b48-b17a-29eae1e5fea8.jpeg	https://us1-prod-images.disco-api.com/2020/08/18/e27020f1-2d8c-3c5c-bf27-0aadbd60132d.png	https://us1-prod-images.disco-api.com/2020/08/18/0e855665-0e51-341c-b849-fdb595b41c1d.jpeg		go-channel-84	Animal Planet	APL					deny	ONGOING	ONGOING	go-channel-82	trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/08/18/76de5076-6a8b-38eb-8cd1-70241fc1c2b3.jpeg	https://us1-prod-images.disco-api.com/2020/08/18/bc12654d-d494-31c2-8ec4-6a7e24fc4339.jpeg	go_1837
go-show-2923	2923	go	2020-12-22T14:51:53Z	bloodlands	46604	Bloodlands	Bloodlands	What makes these places haunted by murder?	Using an evocative recreation and crackling story telling, each case reveals a murder placed in a different environment and the details of one murder case tied to the location.				2014-08-05T01:00:00Z	world	https://discoveryplus.com/show/bloodlands	https://us1-prod-images.disco-api.com/2020/07/20/31a23cb9-9e75-3d60-b3a4-b26be99bf8ec.jpeg	https://us1-prod-images.disco-api.com/2020/07/20/f9292853-5a5e-3d89-8c3f-f437f05b686d.png	https://us1-prod-images.disco-api.com/2020/08/05/62c3af4a-dd03-3a5e-b23f-0419c2d4d3cb.jpeg		go-channel-74	Investigation Discovery	IDS					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/07/20/a2e84af9-b345-35fc-aac7-b35470977a0b.jpeg	https://us1-prod-images.disco-api.com/2020/07/20/6d05af05-22d4-3d0d-9839-5c95f7f33f48.jpeg	go_2923
go-show-2652	2652	go	2021-01-05T20:04:44Z	raised-wild	41370	Raised Wild	Raised Wild	Anthropologist Mary-Ann Ochota uncovers stories of feral children.	Anthropologist Mary-Ann Ochota uncovers the remarkable stories of real-life feral children said to have been raised by animals.				2012-09-06T06:00:00Z	world	https://discoveryplus.com/show/raised-wild	https://us1-prod-images.disco-api.com/2020/08/19/57fdc973-3b64-3793-a60f-2cc21c14021d.jpeg	https://us1-prod-images.disco-api.com/2020/08/19/3132498b-d8c1-3651-8a10-5aaa1e5b4971.png	https://us1-prod-images.disco-api.com/2020/08/19/84ca0f34-d951-387d-8219-9c9bcbf12890.jpeg		go-channel-84	Animal Planet	APL					deny	ONGOING	ONGOING		trav, cook, own, tlc, food, dam, hgtv, diy, dsc, sci, ids, apl, ahc, dplus_us, dlf	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/08/19/902fdb79-17af-3564-b999-fb12e5af8841.jpeg	https://us1-prod-images.disco-api.com/2020/08/19/ea7df63d-fb9d-32ba-92c2-eabebb93ec9c.jpeg	go_2652
go-show-9567	9567	go	2020-12-28T16:17:28Z	tribal-bootcamp	BBCTBSRS	Tribal Bootcamp	Tribal Bootcamp	Joel Dommett and Nish Kumar compare Western fitness against global regimes.	Tribal Bootcamp follows stand-ups Joel Dommett and Nish Kumar as they test Western fitness regimes against those of the Maasai warriors in Kenya and the Nomads of Mongolia, among others.				2020-09-08T04:00:00Z	world	https://discoveryplus.com/show/tribal-bootcamp	https://us1-prod-images.disco-api.com/2020/09/04/37ab31a4-e281-331d-a036-6dae07a51d19.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/61d53324-5d91-338e-b241-16a00bb23ce7.png	https://us1-prod-images.disco-api.com/2020/09/04/f4fdf64b-6012-39b7-9d82-b13675fefdd4.jpeg		go-channel-99	Planet Earth	BBC					deny	ONGOING	ONGOING		dplus_us	permit		deny	go		deny		deny	https://us1-prod-images.disco-api.com/2020/09/04/a21d7fea-d9af-3005-97c6-a64fa0178a3d.jpeg	https://us1-prod-images.disco-api.com/2020/09/04/e4cf8bf8-df21-3088-97d2-a7fcbed0bd93.png	go_9567
